,Open,High,Low,Close,TotalVolume
2016-02-26,360.75,361.5,357.5,360.25,192746
2016-02-29,360.0,361.75,356.75,357.5,139323
2016-03-01,357.0,358.75,355.75,356.0,155830
2016-03-02,355.75,357.5,355.0,355.75,132738
2016-03-03,356.0,357.5,354.5,356.75,143954
2016-03-04,356.5,360.75,356.0,358.75,175180
2016-03-07,361.0,362.25,358.25,358.75,154247
2016-03-08,358.5,362.5,356.0,360.0,166840
2016-03-09,360.0,361.5,357.25,359.0,151413
2016-03-10,359.0,363.5,358.0,362.25,177496
2016-03-11,362.0,365.25,362.0,364.25,119443
2016-03-14,366.0,369.25,365.5,368.25,150999
2016-03-15,367.75,369.25,366.25,368.25,100363
2016-03-16,367.75,368.5,366.0,367.75,95523
2016-03-17,368.25,372.0,366.5,367.75,185594
2016-03-18,368.0,369.25,366.0,366.75,87647
2016-03-21,366.5,370.0,365.75,369.25,99786
2016-03-22,369.0,371.75,368.75,369.5,138744
2016-03-23,369.75,370.0,366.0,369.0,116948
2016-03-24,368.75,370.25,367.25,369.75,130500
2016-03-28,369.5,372.0,367.75,371.25,118077
2016-03-29,370.5,373.0,368.5,373.0,149699
2016-03-30,372.5,374.0,366.75,367.0,194110
2016-03-31,366.75,367.25,347.5,350.5,501024
2016-04-01,351.75,354.5,347.25,353.5,249205
2016-04-04,353.75,355.0,350.75,354.25,168365
2016-04-05,354.5,357.0,353.5,357.0,192268
2016-04-06,356.75,359.0,355.0,358.0,159620
2016-04-07,357.75,362.0,357.5,361.5,254631
2016-04-08,361.5,362.75,359.0,361.75,205689
2016-04-11,362.0,362.25,356.0,357.25,230482
2016-04-12,357.0,365.5,356.75,363.25,320117
2016-04-13,363.0,374.75,363.0,373.75,368844
2016-04-14,373.0,374.5,369.75,374.0,277581
2016-04-15,373.5,380.5,372.0,377.25,281613
2016-04-18,375.25,384.0,375.0,381.25,208559
2016-04-19,380.0,386.0,380.0,384.5,262913
2016-04-20,389.5,400.75,388.25,400.5,296688
2016-04-21,399.0,407.25,388.5,388.75,339711
2016-04-22,389.0,389.25,374.5,374.75,302721
2016-04-25,374.75,389.5,372.0,383.75,271354
2016-04-26,382.0,387.75,378.5,387.0,218178
2016-04-27,386.75,387.75,381.5,384.0,177248
2016-04-28,383.75,395.25,382.5,391.75,230446
2016-04-29,390.75,395.25,388.25,392.0,119379
